k,statistic,draw,value
3,mean,1859,0.011111111111111112
3,mean,1860,0.011111111111111112
3,mean,1861,0.018518518518518517
3,mean,1862,0.03703703703703704
3,mean,1863,0.007407407407407407
3,mean,1864,0.018518518518518517
3,mean,1865,0.018518518518518517
3,mean,1866,0.02592592592592592
3,mean,1867,0.014814814814814814
3,mean,1868,0.007407407407407407
3,mean,1869,0.018518518518518517
3,mean,1870,0.0
3,mean,1871,0.007407407407407407
3,mean,1872,0.02592592592592592
3,mean,1873,0.02222222222222222
3,mean,1874,0.02592592592592592
3,mean,1875,0.02592592592592592
3,mean,1876,0.014814814814814814
3,mean,1877,0.018518518518518517
3,mean,1878,0.014814814814814814
3,mean,1879,0.011111111111111112
3,mean,1880,0.0
3,mean,1881,0.0037037037037037034
3,mean,1882,0.0037037037037037034
3,mean,1883,0.018518518518518517
3,mean,1884,0.014814814814814814
3,mean,1885,0.018518518518518517
3,mean,1886,0.007407407407407407
3,mean,1887,0.018518518518518517
3,mean,1888,0.018518518518518517
3,mean,1889,0.014814814814814814
3,mean,1890,0.007407407407407407
3,mean,1891,0.0
3,mean,1892,0.014814814814814814
3,mean,1893,0.02592592592592592
3,mean,1894,0.014814814814814814
3,mean,1895,0.011111111111111112
3,mean,1896,0.014814814814814814
3,mean,1897,0.02592592592592592
3,mean,1898,0.014814814814814814
3,mean,1899,0.014814814814814814
3,mean,1900,0.040740740740740744
3,mean,1901,0.007407407407407407
3,mean,1902,0.014814814814814814
3,mean,1903,0.018518518518518517
3,mean,1904,0.018518518518518517
3,mean,1905,0.011111111111111112
3,mean,1906,0.02592592592592592
3,mean,1907,0.018518518518518517
3,mean,1908,0.0037037037037037034
3,mean,1909,0.014814814814814814
3,mean,1910,0.011111111111111112
3,mean,1911,0.007407407407407407
3,mean,1912,0.02592592592592592
3,mean,1913,0.03333333333333333
3,mean,1914,0.014814814814814814
3,mean,1915,0.0037037037037037034
3,mean,1916,0.029629629629629627
3,mean,1917,0.02222222222222222
3,mean,1918,0.011111111111111112
3,mean,1919,0.014814814814814814
3,mean,1920,0.018518518518518517
3,mean,1921,0.007407407407407407
3,mean,1922,0.011111111111111112
3,mean,1923,0.011111111111111112
3,mean,1924,0.011111111111111112
3,mean,1925,0.018518518518518517
3,mean,1926,0.011111111111111112
3,mean,1927,0.014814814814814814
3,mean,1928,0.007407407407407407
3,mean,1929,0.02222222222222222
3,mean,1930,0.007407407407407407
3,mean,1931,0.007407407407407407
3,mean,1932,0.007407407407407407
3,mean,1933,0.02222222222222222
3,mean,1934,0.040740740740740744
3,mean,1935,0.018518518518518517
3,mean,1936,0.018518518518518517
3,mean,1937,0.007407407407407407
3,mean,1938,0.014814814814814814
3,mean,1939,0.02222222222222222
3,mean,1940,0.007407407407407407
3,mean,1941,0.018518518518518517
3,mean,1942,0.0
3,mean,1943,0.018518518518518517
3,mean,1944,0.02592592592592592
3,mean,1945,0.014814814814814814
3,mean,1946,0.011111111111111112
3,mean,1947,0.0
3,mean,1948,0.018518518518518517
3,mean,1949,0.0
3,mean,1950,0.014814814814814814
3,mean,1951,0.0037037037037037034
3,mean,1952,0.014814814814814814
3,mean,1953,0.014814814814814814
3,mean,1954,0.007407407407407407
3,mean,1955,0.018518518518518517
3,mean,1956,0.018518518518518517
3,mean,1957,0.02222222222222222
3,mean,1958,0.018518518518518517
3,mean,1959,0.02222222222222222
3,mean,1960,0.02592592592592592
3,mean,1961,0.018518518518518517
3,mean,1962,0.007407407407407407
3,mean,1963,0.018518518518518517
3,mean,1964,0.011111111111111112
3,mean,1965,0.014814814814814814
3,mean,1966,0.02222222222222222
3,mean,1967,0.007407407407407407
3,mean,1968,0.011111111111111112
3,mean,1969,0.011111111111111112
3,mean,1970,0.018518518518518517
3,mean,1971,0.018518518518518517
3,mean,1972,0.0037037037037037034
3,mean,1973,0.02222222222222222
3,mean,1974,0.02222222222222222
3,mean,1975,0.018518518518518517
3,mean,1976,0.02222222222222222
3,mean,1977,0.007407407407407407
3,mean,1978,0.018518518518518517
3,mean,1979,0.018518518518518517
3,mean,1980,0.011111111111111112
3,mean,1981,0.011111111111111112
3,mean,1982,0.014814814814814814
3,mean,1983,0.0
3,mean,1984,0.014814814814814814
3,mean,1985,0.018518518518518517
3,mean,1986,0.007407407407407407
3,mean,1987,0.0037037037037037034
3,mean,1988,0.007407407407407407
3,mean,1989,0.011111111111111112
3,mean,1990,0.007407407407407407
3,mean,1991,0.014814814814814814
3,mean,1992,0.011111111111111112
3,mean,1993,0.0
3,mean,1994,0.018518518518518517
3,mean,1995,0.011111111111111112
3,mean,1996,0.0037037037037037034
3,mean,1997,0.02592592592592592
3,mean,1998,0.011111111111111112
3,mean,1999,0.007407407407407407
3,hits,0,4
3,hits,1,4
3,hits,2,0
3,hits,3,4
3,hits,4,2
3,hits,5,2
3,hits,6,5
3,hits,7,3
3,hits,8,1
3,hits,9,8
3,hits,10,2
3,hits,11,5
3,hits,12,3
3,hits,13,2
3,hits,14,4
3,hits,15,8
3,hits,16,0
3,hits,17,1
3,hits,18,2
3,hits,19,1
3,hits,20,5
3,hits,21,0
3,hits,22,2
3,hits,23,0
3,hits,24,5
3,hits,25,8
3,hits,26,1
3,hits,27,4
3,hits,28,8
3,hits,29,7
3,hits,30,3
3,hits,31,3
3,hits,32,1
3,hits,33,6
3,hits,34,4
3,hits,35,1
3,hits,36,2
3,hits,37,6
3,hits,38,5
3,hits,39,8
3,hits,40,8
3,hits,41,1
3,hits,42,4
3,hits,43,2
3,hits,44,4
3,hits,45,2
3,hits,46,5
3,hits,47,8
3,hits,48,4
3,hits,49,6
3,hits,50,3
3,hits,51,3
3,hits,52,5
3,hits,53,0
3,hits,54,6
3,hits,55,6
3,hits,56,4
3,hits,57,1
3,hits,58,3
3,hits,59,4
3,hits,60,3
3,hits,61,9
3,hits,62,5
3,hits,63,3
3,hits,64,6
3,hits,65,4
3,hits,66,0
3,hits,67,1
3,hits,68,0
3,hits,69,7
3,hits,70,7
3,hits,71,5
3,hits,72,8
3,hits,73,1
3,hits,74,1
3,hits,75,4
3,hits,76,5
3,hits,77,3
3,hits,78,2
3,hits,79,0
3,hits,80,1
3,hits,81,5
3,hits,82,3
3,hits,83,5
3,hits,84,3
3,hits,85,4
3,hits,86,10
3,hits,87,3
3,hits,88,11
3,hits,89,3
3,hits,90,1
3,hits,91,2
3,hits,92,4
3,hits,93,4
3,hits,94,3
3,hits,95,4
3,hits,96,7
3,hits,97,2
3,hits,98,9
3,hits,99,5
3,hits,100,1
3,hits,101,3
3,hits,102,1
3,hits,103,1
3,hits,104,2
3,hits,105,8
3,hits,106,7
3,hits,107,4
3,hits,108,4
3,hits,109,5
3,hits,110,4
3,hits,111,3
3,hits,112,4
3,hits,113,4
3,hits,114,1
3,hits,115,3
3,hits,116,4
3,hits,117,6
3,hits,118,4
3,hits,119,3
3,hits,120,5
3,hits,121,3
3,hits,122,2
3,hits,123,3
3,hits,124,7
3,hits,125,5
3,hits,126,3
3,hits,127,2
3,hits,128,2
3,hits,129,2
3,hits,130,4
3,hits,131,5
3,hits,132,2
3,hits,133,3
3,hits,134,5
3,hits,135,4
3,hits,136,8
3,hits,137,1
3,hits,138,3
3,hits,139,3
3,hits,140,2
3,hits,141,4
3,hits,142,4
3,hits,143,1
3,hits,144,6
3,hits,145,4
3,hits,146,1
3,hits,147,6
3,hits,148,3
3,hits,149,9
3,hits,150,4
3,hits,151,3
3,hits,152,2
3,hits,153,5
3,hits,154,2
3,hits,155,5
3,hits,156,2
3,hits,157,4
3,hits,158,6
3,hits,159,1
3,hits,160,3
3,hits,161,5
3,hits,162,3
3,hits,163,9
3,hits,164,4
3,hits,165,4
3,hits,166,2
3,hits,167,2
3,hits,168,2
3,hits,169,5
3,hits,170,6
3,hits,171,5
3,hits,172,2
3,hits,173,3
3,hits,174,1
3,hits,175,2
3,hits,176,2
3,hits,177,1
3,hits,178,3
3,hits,179,0
3,hits,180,10
3,hits,181,6
3,hits,182,7
3,hits,183,4
3,hits,184,4
3,hits,185,12
3,hits,186,5
3,hits,187,5
3,hits,188,1
3,hits,189,4
3,hits,190,0
3,hits,191,3
3,hits,192,6
3,hits,193,4
3,hits,194,5
3,hits,195,4
3,hits,196,4
3,hits,197,2
3,hits,198,2
3,hits,199,1
3,hits,200,5
3,hits,201,3
3,hits,202,3
3,hits,203,7
3,hits,204,6
3,hits,205,1
3,hits,206,8
3,hits,207,6
3,hits,208,2
3,hits,209,2
3,hits,210,2
3,hits,211,3
3,hits,212,10
3,hits,213,2
3,hits,214,4
3,hits,215,3
3,hits,216,5
3,hits,217,5
3,hits,218,7
3,hits,219,8
3,hits,220,7
3,hits,221,5
3,hits,222,4
3,hits,223,3
3,hits,224,3
3,hits,225,5
3,hits,226,1
3,hits,227,3
3,hits,228,3
3,hits,229,3
3,hits,230,1
3,hits,231,5
3,hits,232,2
3,hits,233,1
3,hits,234,3
3,hits,235,3
3,hits,236,3
3,hits,237,6
3,hits,238,0
3,hits,239,2
3,hits,240,4
3,hits,241,1
3,hits,242,4
3,hits,243,6
3,hits,244,5
3,hits,245,7
3,hits,246,3
3,hits,247,3
3,hits,248,4
3,hits,249,2
3,hits,250,5
3,hits,251,3
3,hits,252,2
3,hits,253,4
3,hits,254,8
3,hits,255,4
3,hits,256,0
3,hits,257,5
3,hits,258,1
3,hits,259,7
3,hits,260,6
3,hits,261,3
3,hits,262,3
3,hits,263,8
3,hits,264,9
3,hits,265,3
3,hits,266,2
3,hits,267,0
3,hits,268,8
3,hits,269,1
3,hits,270,7
3,hits,271,7
3,hits,272,3
3,hits,273,10
3,hits,274,4
3,hits,275,3
3,hits,276,4
3,hits,277,3
3,hits,278,6
3,hits,279,5
3,hits,280,7
3,hits,281,2
3,hits,282,9
3,hits,283,5
3,hits,284,9
3,hits,285,2
3,hits,286,11
3,hits,287,2
3,hits,288,11
3,hits,289,6
3,hits,290,7
3,hits,291,1
3,hits,292,5
3,hits,293,4
3,hits,294,4
3,hits,295,5
3,hits,296,1
3,hits,297,4
3,hits,298,2
3,hits,299,1
3,hits,300,4
3,hits,301,5
3,hits,302,1
3,hits,303,2
3,hits,304,5
3,hits,305,2
3,hits,306,3
3,hits,307,2
3,hits,308,5
3,hits,309,4
3,hits,310,6
3,hits,311,2
3,hits,312,3
3,hits,313,0
3,hits,314,0
3,hits,315,5
3,hits,316,3
3,hits,317,4
3,hits,318,7
3,hits,319,5
3,hits,320,3
3,hits,321,2
3,hits,322,6
3,hits,323,0
3,hits,324,7
3,hits,325,2
3,hits,326,7
3,hits,327,7
3,hits,328,8
3,hits,329,4
3,hits,330,6
3,hits,331,6
3,hits,332,4
3,hits,333,2
3,hits,334,4
3,hits,335,5
3,hits,336,2
3,hits,337,3
3,hits,338,2
3,hits,339,2
3,hits,340,0
3,hits,341,5
3,hits,342,2
3,hits,343,2
3,hits,344,5
3,hits,345,4
3,hits,346,1
3,hits,347,3
3,hits,348,3
3,hits,349,4
3,hits,350,2
3,hits,351,2
3,hits,352,6
3,hits,353,4
3,hits,354,3
3,hits,355,1
3,hits,356,2
3,hits,357,6
3,hits,358,2
3,hits,359,5
3,hits,360,10
3,hits,361,10
3,hits,362,0
3,hits,363,4
3,hits,364,2
3,hits,365,7
3,hits,366,5
3,hits,367,6
3,hits,368,8
3,hits,369,4
3,hits,370,5
3,hits,371,3
3,hits,372,4
3,hits,373,3
3,hits,374,3
3,hits,375,4
3,hits,376,4
3,hits,377,5
3,hits,378,0
3,hits,379,2
3,hits,380,1
3,hits,381,2
3,hits,382,1
3,hits,383,3
3,hits,384,2
3,hits,385,2
3,hits,386,10
3,hits,387,1
3,hits,388,3
3,hits,389,0
3,hits,390,0
3,hits,391,3
3,hits,392,2
3,hits,393,4
3,hits,394,3
3,hits,395,5
3,hits,396,2
3,hits,397,0
3,hits,398,2
3,hits,399,2
3,hits,400,8
3,hits,401,8
3,hits,402,2
3,hits,403,4
3,hits,404,1
3,hits,405,3
3,hits,406,3
3,hits,407,6
3,hits,408,6
3,hits,409,7
3,hits,410,8
3,hits,411,7
3,hits,412,2
3,hits,413,4
3,hits,414,4
3,hits,415,5
3,hits,416,1
3,hits,417,3
3,hits,418,6
3,hits,419,3
3,hits,420,1
3,hits,421,5
3,hits,422,2
3,hits,423,3
3,hits,424,11
3,hits,425,2
3,hits,426,3
3,hits,427,6
3,hits,428,3
3,hits,429,1
3,hits,430,1
3,hits,431,3
3,hits,432,4
3,hits,433,0
3,hits,434,2
3,hits,435,3
3,hits,436,6
3,hits,437,8
3,hits,438,4
3,hits,439,2
3,hits,440,5
3,hits,441,8
3,hits,442,3
3,hits,443,3
3,hits,444,4
3,hits,445,8
3,hits,446,4
3,hits,447,0
3,hits,448,8
3,hits,449,3
3,hits,450,2
3,hits,451,2
3,hits,452,6
3,hits,453,4
3,hits,454,6
3,hits,455,1
3,hits,456,0
3,hits,457,6
3,hits,458,0
3,hits,459,4
3,hits,460,7
3,hits,461,4
3,hits,462,1
3,hits,463,4
3,hits,464,6
3,hits,465,7
3,hits,466,4
3,hits,467,2
3,hits,468,0
3,hits,469,6
3,hits,470,0
3,hits,471,3
3,hits,472,3
3,hits,473,4
3,hits,474,3
3,hits,475,3
3,hits,476,4
3,hits,477,5
3,hits,478,1
3,hits,479,1
3,hits,480,7
3,hits,481,9
3,hits,482,2
3,hits,483,3
3,hits,484,5
3,hits,485,3
3,hits,486,6
3,hits,487,7
3,hits,488,2
3,hits,489,5
3,hits,490,7
3,hits,491,2
3,hits,492,6
3,hits,493,4
3,hits,494,7
3,hits,495,3
3,hits,496,2
3,hits,497,3
3,hits,498,1
3,hits,499,4
3,hits,500,1
3,hits,501,6
3,hits,502,2
3,hits,503,2
3,hits,504,2
3,hits,505,3
3,hits,506,6
3,hits,507,8
3,hits,508,4
3,hits,509,2
3,hits,510,2
3,hits,511,6
3,hits,512,5
3,hits,513,5
3,hits,514,2
3,hits,515,0
3,hits,516,13
3,hits,517,2
3,hits,518,2
3,hits,519,0
3,hits,520,4
3,hits,521,2
3,hits,522,2
3,hits,523,1
3,hits,524,4
3,hits,525,6
3,hits,526,3
3,hits,527,7
3,hits,528,3
3,hits,529,2
3,hits,530,7
3,hits,531,0
3,hits,532,3
3,hits,533,4
3,hits,534,5
3,hits,535,1
3,hits,536,0
3,hits,537,5
3,hits,538,4
3,hits,539,4
3,hits,540,4
3,hits,541,4
3,hits,542,2
3,hits,543,3
3,hits,544,7
3,hits,545,4
3,hits,546,5
3,hits,547,4
3,hits,548,3
3,hits,549,5
3,hits,550,2
3,hits,551,4
3,hits,552,2
3,hits,553,4
3,hits,554,2
3,hits,555,5
3,hits,556,8
3,hits,557,3
3,hits,558,2
3,hits,559,7
3,hits,560,2
3,hits,561,3
3,hits,562,4
3,hits,563,4
3,hits,564,2
3,hits,565,6
3,hits,566,8
3,hits,567,1
3,hits,568,6
3,hits,569,4
3,hits,570,7
3,hits,571,6
3,hits,572,7
3,hits,573,5
3,hits,574,2
3,hits,575,6
3,hits,576,2
3,hits,577,1
3,hits,578,2
3,hits,579,2
3,hits,580,3
3,hits,581,8
3,hits,582,2
3,hits,583,6
3,hits,584,10
3,hits,585,3
3,hits,586,0
3,hits,587,2
3,hits,588,4
3,hits,589,3
3,hits,590,2
3,hits,591,4
3,hits,592,1
3,hits,593,2
3,hits,594,10
3,hits,595,8
3,hits,596,4
3,hits,597,1
3,hits,598,3
3,hits,599,2
3,hits,600,1
3,hits,601,4
3,hits,602,0
3,hits,603,2
3,hits,604,2
3,hits,605,3
3,hits,606,12
3,hits,607,2
3,hits,608,4
3,hits,609,4
3,hits,610,3
3,hits,611,4
3,hits,612,8
3,hits,613,6
3,hits,614,4
3,hits,615,6
3,hits,616,2
3,hits,617,5
3,hits,618,5
3,hits,619,7
3,hits,620,6
3,hits,621,6
3,hits,622,2
3,hits,623,4
3,hits,624,2
3,hits,625,7
3,hits,626,1
3,hits,627,3
3,hits,628,2
3,hits,629,4
3,hits,630,1
3,hits,631,4
3,hits,632,3
3,hits,633,2
3,hits,634,8
3,hits,635,5
3,hits,636,5
3,hits,637,3
3,hits,638,0
3,hits,639,1
3,hits,640,2
3,hits,641,2
3,hits,642,0
3,hits,643,8
3,hits,644,4
3,hits,645,5
3,hits,646,2
3,hits,647,4
3,hits,648,5
3,hits,649,4
3,hits,650,3
3,hits,651,9
3,hits,652,4
3,hits,653,2
3,hits,654,1
3,hits,655,1
3,hits,656,5
3,hits,657,3
3,hits,658,2
3,hits,659,3
3,hits,660,6
3,hits,661,0
3,hits,662,8
3,hits,663,7
3,hits,664,6
3,hits,665,2
3,hits,666,3
3,hits,667,1
3,hits,668,1
3,hits,669,3
3,hits,670,4
3,hits,671,1
3,hits,672,7
3,hits,673,5
3,hits,674,4
3,hits,675,2
3,hits,676,3
3,hits,677,5
3,hits,678,3
3,hits,679,3
3,hits,680,2
3,hits,681,1
3,hits,682,0
3,hits,683,5
3,hits,684,0
3,hits,685,6
3,hits,686,3
3,hits,687,2
3,hits,688,1
3,hits,689,1
3,hits,690,5
3,hits,691,6
3,hits,692,4
3,hits,693,5
3,hits,694,2
3,hits,695,2
3,hits,696,3
3,hits,697,2
3,hits,698,7
3,hits,699,4
3,hits,700,4
3,hits,701,5
3,hits,702,8
3,hits,703,3
3,hits,704,4
3,hits,705,7
3,hits,706,4
3,hits,707,4
3,hits,708,5
3,hits,709,9
3,hits,710,4
3,hits,711,3
3,hits,712,9
3,hits,713,6
3,hits,714,3
3,hits,715,5
3,hits,716,5
3,hits,717,2
3,hits,718,5
3,hits,719,6
3,hits,720,4
3,hits,721,5
3,hits,722,4
3,hits,723,3
3,hits,724,4
3,hits,725,2
3,hits,726,4
3,hits,727,2
3,hits,728,1
3,hits,729,7
3,hits,730,4
3,hits,731,4
3,hits,732,4
3,hits,733,11
3,hits,734,4
3,hits,735,2
3,hits,736,1
3,hits,737,5
3,hits,738,5
3,hits,739,5
3,hits,740,2
3,hits,741,2
3,hits,742,10
3,hits,743,1
3,hits,744,2
3,hits,745,4
3,hits,746,1
3,hits,747,5
3,hits,748,6
3,hits,749,3
3,hits,750,4
3,hits,751,2
3,hits,752,4
3,hits,753,3
3,hits,754,0
3,hits,755,7
3,hits,756,7
3,hits,757,3
3,hits,758,3
3,hits,759,5
3,hits,760,2
3,hits,761,0
3,hits,762,4
3,hits,763,2
3,hits,764,5
3,hits,765,1
3,hits,766,1
3,hits,767,3
3,hits,768,6
3,hits,769,2
3,hits,770,3
3,hits,771,1
3,hits,772,1
3,hits,773,0
3,hits,774,4
3,hits,775,2
3,hits,776,1
3,hits,777,4
3,hits,778,9
3,hits,779,2
3,hits,780,0
3,hits,781,3
3,hits,782,12
3,hits,783,2
3,hits,784,0
3,hits,785,5
3,hits,786,3
3,hits,787,1
3,hits,788,6
3,hits,789,1
3,hits,790,4
3,hits,791,1
3,hits,792,4
3,hits,793,7
3,hits,794,4
3,hits,795,6
3,hits,796,2
3,hits,797,2
3,hits,798,8
3,hits,799,5
3,hits,800,2
3,hits,801,8
3,hits,802,3
3,hits,803,5
3,hits,804,3
3,hits,805,5
3,hits,806,3
3,hits,807,8
3,hits,808,2
3,hits,809,3
3,hits,810,3
3,hits,811,4
3,hits,812,0
3,hits,813,3
3,hits,814,1
3,hits,815,9
3,hits,816,6
3,hits,817,1
3,hits,818,5
3,hits,819,3
3,hits,820,0
3,hits,821,0
3,hits,822,7
3,hits,823,2
3,hits,824,7
3,hits,825,3
3,hits,826,1
3,hits,827,3
3,hits,828,0
3,hits,829,2
3,hits,830,6
3,hits,831,4
3,hits,832,6
3,hits,833,3
3,hits,834,3
3,hits,835,5
3,hits,836,2
3,hits,837,9
3,hits,838,3
3,hits,839,3
3,hits,840,4
3,hits,841,1
3,hits,842,5
3,hits,843,1
3,hits,844,6
3,hits,845,2
3,hits,846,4
3,hits,847,2
3,hits,848,3
3,hits,849,2
3,hits,850,5
3,hits,851,1
3,hits,852,3
3,hits,853,2
3,hits,854,6
3,hits,855,12
3,hits,856,3
3,hits,857,2
3,hits,858,3
3,hits,859,1
3,hits,860,6
3,hits,861,1
3,hits,862,7
3,hits,863,3
3,hits,864,4
3,hits,865,3
3,hits,866,6
3,hits,867,3
3,hits,868,6
3,hits,869,3
3,hits,870,7
3,hits,871,6
3,hits,872,5
3,hits,873,5
3,hits,874,3
3,hits,875,10
3,hits,876,5
3,hits,877,5
3,hits,878,7
3,hits,879,7
3,hits,880,0
3,hits,881,3
3,hits,882,4
3,hits,883,3
3,hits,884,5
3,hits,885,4
3,hits,886,2
3,hits,887,3
3,hits,888,4
3,hits,889,7
3,hits,890,8
3,hits,891,4
3,hits,892,2
3,hits,893,2
3,hits,894,1
3,hits,895,1
3,hits,896,1
3,hits,897,4
3,hits,898,5
3,hits,899,5
3,hits,900,6
3,hits,901,2
3,hits,902,3
3,hits,903,3
3,hits,904,7
3,hits,905,2
3,hits,906,3
3,hits,907,4
3,hits,908,6
3,hits,909,6
3,hits,910,8
3,hits,911,6
3,hits,912,1
3,hits,913,5
3,hits,914,1
3,hits,915,1
3,hits,916,4
3,hits,917,1
3,hits,918,5
3,hits,919,3
3,hits,920,4
3,hits,921,3
3,hits,922,3
3,hits,923,5
3,hits,924,3
3,hits,925,6
3,hits,926,7
3,hits,927,5
3,hits,928,1
3,hits,929,2
3,hits,930,6
3,hits,931,4
3,hits,932,3
3,hits,933,2
3,hits,934,8
3,hits,935,9
3,hits,936,6
3,hits,937,6
3,hits,938,4
3,hits,939,0
3,hits,940,4
3,hits,941,1
3,hits,942,3
3,hits,943,4
3,hits,944,3
3,hits,945,1
3,hits,946,6
3,hits,947,5
3,hits,948,6
3,hits,949,1
3,hits,950,8
3,hits,951,2
3,hits,952,5
3,hits,953,3
3,hits,954,4
3,hits,955,3
3,hits,956,2
3,hits,957,6
3,hits,958,4
3,hits,959,1
3,hits,960,3
3,hits,961,3
3,hits,962,3
3,hits,963,2
3,hits,964,7
3,hits,965,6
3,hits,966,1
3,hits,967,3
3,hits,968,2
3,hits,969,4
3,hits,970,1
3,hits,971,2
3,hits,972,6
3,hits,973,2
3,hits,974,3
3,hits,975,2
3,hits,976,6
3,hits,977,3
3,hits,978,9
3,hits,979,8
3,hits,980,1
3,hits,981,1
3,hits,982,4
3,hits,983,6
3,hits,984,2
3,hits,985,6
3,hits,986,7
3,hits,987,2
3,hits,988,3
3,hits,989,2
3,hits,990,2
3,hits,991,3
3,hits,992,2
3,hits,993,2
3,hits,994,4
3,hits,995,5
3,hits,996,5
3,hits,997,1
3,hits,998,3
3,hits,999,3
3,hits,1000,5
3,hits,1001,3
3,hits,1002,2
3,hits,1003,3
3,hits,1004,14
3,hits,1005,3
3,hits,1006,3
3,hits,1007,6
3,hits,1008,5
3,hits,1009,5
3,hits,1010,5
3,hits,1011,3
3,hits,1012,4
3,hits,1013,6
3,hits,1014,3
3,hits,1015,3
3,hits,1016,3
3,hits,1017,4
3,hits,1018,3
3,hits,1019,3
3,hits,1020,2
3,hits,1021,1
3,hits,1022,4
3,hits,1023,2
3,hits,1024,6
3,hits,1025,0
3,hits,1026,2
3,hits,1027,3
3,hits,1028,2
3,hits,1029,4
3,hits,1030,5
3,hits,1031,2
3,hits,1032,4
3,hits,1033,2
3,hits,1034,1
3,hits,1035,2
3,hits,1036,1
3,hits,1037,5
3,hits,1038,3
3,hits,1039,9
3,hits,1040,4
3,hits,1041,6
3,hits,1042,1
3,hits,1043,4
3,hits,1044,2
3,hits,1045,1
3,hits,1046,5
3,hits,1047,1
3,hits,1048,0
3,hits,1049,2
3,hits,1050,4
3,hits,1051,1
3,hits,1052,5
3,hits,1053,3
3,hits,1054,3
3,hits,1055,1
3,hits,1056,2
3,hits,1057,7
3,hits,1058,3
3,hits,1059,4
3,hits,1060,2
3,hits,1061,6
3,hits,1062,2
3,hits,1063,2
3,hits,1064,6
3,hits,1065,3
3,hits,1066,4
3,hits,1067,1
3,hits,1068,3
3,hits,1069,8
3,hits,1070,6
3,hits,1071,5
3,hits,1072,7
3,hits,1073,13
3,hits,1074,3
3,hits,1075,5
3,hits,1076,5
3,hits,1077,3
3,hits,1078,2
3,hits,1079,2
3,hits,1080,2
3,hits,1081,3
3,hits,1082,2
3,hits,1083,5
3,hits,1084,6
3,hits,1085,4
3,hits,1086,3
3,hits,1087,3
3,hits,1088,1
3,hits,1089,2
3,hits,1090,2
3,hits,1091,0
3,hits,1092,2
3,hits,1093,6
3,hits,1094,2
3,hits,1095,4
3,hits,1096,3
3,hits,1097,7
3,hits,1098,2
3,hits,1099,6
3,hits,1100,2
3,hits,1101,6
3,hits,1102,1
3,hits,1103,3
3,hits,1104,4
3,hits,1105,2
3,hits,1106,6
3,hits,1107,0
3,hits,1108,2
3,hits,1109,7
3,hits,1110,0
3,hits,1111,3
3,hits,1112,5
3,hits,1113,8
3,hits,1114,1
3,hits,1115,3
3,hits,1116,9
3,hits,1117,2
3,hits,1118,8
3,hits,1119,6
3,hits,1120,11
3,hits,1121,3
3,hits,1122,1
3,hits,1123,9
3,hits,1124,3
3,hits,1125,3
3,hits,1126,2
3,hits,1127,6
3,hits,1128,5
3,hits,1129,3
3,hits,1130,4
3,hits,1131,1
3,hits,1132,8
3,hits,1133,5
3,hits,1134,4
3,hits,1135,3
3,hits,1136,5
3,hits,1137,3
3,hits,1138,4
3,hits,1139,7
3,hits,1140,2
3,hits,1141,5
3,hits,1142,1
3,hits,1143,3
3,hits,1144,4
3,hits,1145,2
3,hits,1146,4
3,hits,1147,4
3,hits,1148,1
3,hits,1149,5
3,hits,1150,5
3,hits,1151,8
3,hits,1152,2
3,hits,1153,3
3,hits,1154,2
3,hits,1155,3
3,hits,1156,0
3,hits,1157,1
3,hits,1158,1
3,hits,1159,2
3,hits,1160,5
3,hits,1161,11
3,hits,1162,3
3,hits,1163,1
3,hits,1164,5
3,hits,1165,5
3,hits,1166,3
3,hits,1167,4
3,hits,1168,4
3,hits,1169,7
3,hits,1170,9
3,hits,1171,5
3,hits,1172,1
3,hits,1173,5
3,hits,1174,2
3,hits,1175,3
3,hits,1176,4
3,hits,1177,2
3,hits,1178,6
3,hits,1179,1
3,hits,1180,3
3,hits,1181,5
3,hits,1182,3
3,hits,1183,5
3,hits,1184,9
3,hits,1185,7
3,hits,1186,2
3,hits,1187,4
3,hits,1188,5
3,hits,1189,3
3,hits,1190,1
3,hits,1191,3
3,hits,1192,5
3,hits,1193,8
3,hits,1194,2
3,hits,1195,3
3,hits,1196,4
3,hits,1197,4
3,hits,1198,2
3,hits,1199,2
3,hits,1200,3
3,hits,1201,5
3,hits,1202,6
3,hits,1203,1
3,hits,1204,1
3,hits,1205,7
3,hits,1206,5
3,hits,1207,1
3,hits,1208,5
3,hits,1209,2
3,hits,1210,5
3,hits,1211,1
3,hits,1212,5
3,hits,1213,4
3,hits,1214,7
3,hits,1215,2
3,hits,1216,10
3,hits,1217,3
3,hits,1218,4
3,hits,1219,7
3,hits,1220,1
3,hits,1221,5
3,hits,1222,4
3,hits,1223,0
3,hits,1224,5
3,hits,1225,7
3,hits,1226,6
3,hits,1227,5
3,hits,1228,2
3,hits,1229,4
3,hits,1230,4
3,hits,1231,1
3,hits,1232,3
3,hits,1233,7
3,hits,1234,4
3,hits,1235,2
3,hits,1236,4
3,hits,1237,4
3,hits,1238,4
3,hits,1239,3
3,hits,1240,3
3,hits,1241,7
3,hits,1242,5
3,hits,1243,6
3,hits,1244,4
3,hits,1245,2
3,hits,1246,2
3,hits,1247,2
3,hits,1248,5
3,hits,1249,1
3,hits,1250,5
3,hits,1251,3
3,hits,1252,3
3,hits,1253,3
3,hits,1254,3
3,hits,1255,2
3,hits,1256,4
3,hits,1257,6
3,hits,1258,7
3,hits,1259,7
3,hits,1260,0
3,hits,1261,2
