doc,verdict,reason,n_multiples,n_oips,multiple,oip,computed_answer,multiple_quote,oip_quote,window_chars
0001140361-15-000122_form8k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001140361-20-005874_ex4_4.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001140361-23-024212_ny20009051x2_8k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001140361-24-009294_ef20022340_8k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001140361-24-010156_ef20022733_8k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001144204-04-017555_v08033_green.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001144204-04-017555_v08033_isco.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001144204-04-017555_v08033_mayhew.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001144204-06-001152_v033103_ex99-1.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001144204-07-047015_v086581_8-k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001144204-09-031556_v151793_ex2-1.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001144204-09-065154_v169335_ex99-1.htm.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001144204-10-014550_filename16.htm.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001144204-10-046527_v195191_8k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001144204-10-046527_v195191_ex10-1.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001144204-11-010165_v212119_8k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001144204-11-010165_v212119_ex10-1.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001144204-13-027308_v344404_8k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001144204-13-038609_R22.xml.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001144204-13-043944_v352018_ex10-9.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001144204-13-065207_v361967_ex99-1.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001144204-13-066772_v362783_8-k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001144204-14-011078_v367545_ex10-9.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001144204-14-015857_v371796_8k.htm.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001144204-14-037557_v381398_8k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001144204-15-053727_v419640_ex10-1.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001144204-15-053891_filename10.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001144204-15-053891_filename12.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001144204-15-054026_v418922_10k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001144204-15-072415_v427012_ex4-5.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001144204-15-072415_v427012_ex4-7.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001144204-16-141777_v455883_ex3-2.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001144204-17-006683_v458662_ex4-1.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001144204-17-048498_v474820_10k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001144204-17-048994_v475194_ex10-16.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001144204-18-002621_tv483377_ex10-10.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001144204-18-002621_tv483377_ex10-7.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001144204-18-002621_tv483377_ex10-8.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001144204-18-002621_tv483377_ex10-9.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001144204-18-050119_tv502422_10k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001144204-18-053359_filename3.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001144204-18-053563_tv504690_8k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001144204-19-029248_tv522644_ex6-16.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001144204-19-037670_tv526294_8k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
000114420407005490.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
000114420410006176.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
000114420411004581_v209348_ex10-1.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
000114420413001094_v331587_8k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001145236-02-000130_adpverilink10_22.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001164711-05-000009_form8k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001165527-11-000360_ex10-03.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001165527-11-000360_ex10-05.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001165527-11-000360_ex10-06.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001171843-10-000455_exh_1021.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001173473-11-000018_ex106.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001183186-11-000002_ex992.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001183186-11-000004_ex992.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001183186-11-000008_ex992.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001185185-14-001429_ex10-2.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-03-085295_dex108.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-03-090753_d8k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-03-100604_dex1019.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-04-036342_dex1019.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-04-047000_dex1010.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-04-150450_d8k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-04-158865_d8k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-04-159873_dex1013.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-04-167617_dex41.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-04-209582_dex31.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-05-067271_dex1046.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-05-069415_dex102.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-05-088679_dex103.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-05-088679_dex105.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-05-123587_filename14.htm.txt,EXCLUDE,an original issue price is stated but no liquidation multiple,0,2,—,—,—,,,0
0001193125-05-128665_d8k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-05-181502_d8k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-05-186871_dex992.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-05-192064_dex101.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-05-226106_dex992.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-05-233514_d8k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-06-053345_dex101.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-06-071916_d8k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-06-096887_dex1055.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-06-184453_dex1075.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-06-192598_dex1012.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-06-212415_dex991.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-07-032009_dex31.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-07-042724_dex101.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-07-050145_dex1011.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-07-050145_dex1015.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-07-111369_dex31.txt,EXCLUDE,an original issue price is stated but no liquidation multiple,0,3,—,—,—,,,0
0001193125-07-200675_dex1028.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-07-204432_dex31.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-07-228355_d8k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-07-255707_dex32.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-08-041900_dex104.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-08-189285_dex31.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-09-181128_dex32.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-11-020563_dex992.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-11-026716_filename6.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-11-046262_dex1020.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-11-124790_filename20.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-11-156308_dex410.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-11-194811_ds1a.htm.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-11-196217_dex31.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-11-199051_ds1a.htm.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-11-204682_dex402.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-11-318584_d259954d8k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-11-327662_d261388dex43.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-12-109626_d313655d8k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-12-118920_d275348dex103.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-12-119900_d267119dex43.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-12-140220_d326083dex31.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-12-186599_d267119dex42.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-12-290128_d377132d8k.htm.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-12-306440_d380427dex1024.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-12-338632_d380427dex1034.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-13-046243_d484075d8k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-13-162989_d525588d8k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-13-391443_d572031dex31.txt,EXCLUDE,an original issue price is stated but no liquidation multiple,0,1,—,—,—,,,0
0001193125-13-403444_d563804dex105.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-14-041287_d636610dex109.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-14-055104_d629509dex47.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-14-055104_d629509dex48.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-14-104715_d641160dex31.txt,EXCLUDE,an original issue price is stated but no liquidation multiple,0,6,—,—,—,,,0
0001193125-14-255452_d684206dex31.htm.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-14-332241_d710680dex42.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-14-335661_d770501dex1024.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-14-421715_d806574dex31.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-15-060049_d836724dex1031.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-15-097140_d894517dex992.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-15-111848_d899900d8k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-15-184145_d924489d8k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-15-220243_d908531dex42.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-16-707549_d937439dex1021.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-17-003078_d284169dex31.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-17-021777_d332453d8k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-18-099555_d506878dex104.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-18-326054_d629585d8k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-19-141386_d744998d8k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-20-262422_d937421dex31.txt,EXCLUDE,an original issue price is stated but no liquidation multiple,0,2,—,—,—,,,0
0001193125-21-119531_d51356dex1013.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-21-224403_d93222dex105.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-21-273014_d190342dex991.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-22-280241_d388226dex109.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-23-100691_d414396dex102.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-23-163051_d508192dex991.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-23-255006_d569281dex991.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-23-259928_d486542dex105c.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-23-270801_d486542dex105c.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-24-192842_d873309dex101.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-25-084382_d938849d8k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-25-084390_d939290d8k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-25-337040_prhi-ex10_1.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-26-035812_filename4.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-26-106114_woof-ex10_30.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001193125-26-153091_rea-ex4_2.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
000119312511194811.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
000119312511199051.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
000119312514231812_d711637dex1015.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
000119312515142499.txt,EXCLUDE,an original issue price is stated but no liquidation multiple,0,5,—,—,—,,,0
000119312521202695.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001204459-08-002042_cbio101508exh103.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001206774-15-000109_yelp_8k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001213900-11-006339_f8k112111ex10i_busmrking.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001213900-11-006341_f8k112111ex10i_busmrking.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001213900-17-012233_f1a2017ex3-8_pogotecinc.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001213900-20-028252_ea127298ex99-2_insuranceacq.htm.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001213900-20-033888_ea128838ex3-1_oraclehealth.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001213900-21-031946_ea142489ex10-1_creatdinc.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001213900-22-000982_ea153649ex3-1_creciinc.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001213900-22-020064_fs12022ex10-14_actelisnet.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001213900-22-049015_ea164559-8k_soundhound.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001213900-22-062082_ea166638-8k_arcimoto.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001213900-22-065580_ea167420-8k_hnracq.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001213900-24-011894_filename14.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001213900-24-028856_ea0202874-8k_gryphon.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001213900-24-037413_ea020125504ex10-9_alphacog.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001213900-24-047414_filename1.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001213900-24-088124_filename1.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001213900-24-088124_filename11.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001213900-24-088124_filename12.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001213900-24-095442_ea021976201ex4-2_lomond.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001213900-25-014354_ea023010901ex99-1_fold.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001213900-25-046512_ea024303701ex10-1_logicmark.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001213900-25-076002_ea025309901ex10-2_t1energy.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001213900-25-077022_filename4.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001213900-25-077022_filename5.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001213900-25-077022_filename6.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001213900-25-092547_ea0258991-8k_health.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001213900-25-095449_ea0259804-8k_actelis.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001213900-25-123767_ea026659901ex10-4_neo.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001213900-25-123767_ea026659901ex10-5_neo.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001213900-25-123767_ea026659901ex10-6_neo.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001213900-26-025748_ea025686308ex10-2.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001213900-26-025748_ea025686308ex10-4.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001213900-26-062961_ea029221401ex10-12.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
000121390017007223_f8k043016_minercoinc.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
000121390023048665_ea180241-8k_veritasfarms.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
000121390023048665_ea180241ex10-2_veritasfarms.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001214659-13-003596_ex10_20.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001214659-21-007128_g712118k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001267602-14-000037_alimeraexhibit.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001275287-05-004554_ri4045.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001288469-18-000048_form8-k121918.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001299933-05-000086_htm_2524.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001299933-05-001251_exhibit2.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001299933-06-001537_exhibit3.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001299933-08-001680_exhibit5.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001299933-11-000951_htm_41195.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001299933-13-001033_htm_47835.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001299933-14-000501_htm_49563.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001299933-15-001406_htm_52458.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001304280-26-000019_novelispugrantnoticeterms-.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
000135448809001358.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001358403-15-000055_q32015form8-knewdirector.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001379246-14-000100_charter9414.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001381507-22-000022_exhibit31-form10x12ga.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001381507-23-000044_ex-31araoi.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001393905-21-000178_brgo_ex310.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001398432-18-000125_exh10_01.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001410384-21-000119_qtwo-20210923.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001415889-15-000181_ex10-4.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001424884-15-000185_exhibit10-11.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001437749-15-004484_ex3-1.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001437749-15-012341_ptnt20150615_8k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001437749-16-024571_ex10-4.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001437749-17-007855_bkyi20170502_8k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001437749-18-019139_ex_127203.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001437749-20-001052_ex_169936.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001437749-22-001514_ex_325546.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001437749-24-029434_lode20240918_8k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001437749-24-035863_lode20241119_8k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001437749-25-002314_lode20250130_8k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001437749-25-003661_lode20250211_8k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001437749-26-019366_ex_971837.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001437749-26-019366_twav20260603_8k.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
000143774914021556.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001445305-13-000283_exxxxq42012.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001445305-20-000037_exhibit406-description.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001451809-24-000052_ex1034offerofemployment-sa.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
0001452857-20-000003_splp8-kxagreementamendment.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
000146396714000035_mwki_s8k-ex104.txt,EXCLUDE,no multiple and no dollar original issue price found,0,0,—,—,—,,,0
